NUM_ANP	ID_ANP	ID_DOF	NOMBRE	CATEGORIA DE MANEJO	ESTADOS	REGION	SUPERFICIE	SUPERFICIE TERRESTRE	SUPERFICIE MARINA	PRIMER DECRETO	ÚLTIMA PUBLICACIÓN DE DECRETO	PROGRAMA DE MANEJO	CERTIFICADO SINAP	DESIGNACIONES INTERNACIONALES
121	ANP00907121	9.7.02.121	Uaymil	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	89118.15355	89118.15355	0	1994-11-17	1994-11-23	2011-05-03	SINAP 028	
122	ANP00801122	8.1.05.122	La Encrucijada	Reserva de la Biosfera	Chiapas	Frontera Sur, Istmo y Pacífico Sur	144868.1588	115652.7341	29215.42463	1995-06-06	1995-06-06	2000-09-13	SINAP 013	Ramsar; UNESCO Reserva de la Biosfera MAB
123	ANP00801123	8.1.06.123	La Sepultura	Reserva de la Biosfera	Chiapas	Frontera Sur, Istmo y Pacífico Sur	167309.8625	167309.8625	0	1995-06-06	1995-06-06	2000-09-15	SINAP 017	UNESCO Reserva de la Biosfera MAB
124	ANP00103124	1.3.03.124	Cabo Pulmo	Parque Nacional	Baja California Sur	Península de Baja California y Pacífico Norte	7111.01	38.857842	7072.152158	1995-06-06	2000-06-07	2009-11-13	SINAP 051	UNESCO Patrimonio Mundial Natural (Serial)
125	ANP00207125	2.7.03.125	Sierra de Álamos-Río Cuchujaqui	Área de Protección de Flora y Fauna	Sonora	Noroeste y Alto Golfo de California	92889.69415	92889.69415	0	1996-07-19	1996-07-19	2015-06-05	SINAP 047	
126	ANP00901126	9.1.03.126	Banco Chinchorro	Reserva de la Biosfera	Quintana Roo	Península de Yucatán y Caribe Mexicano	144360	585.786928	143774.2131	1996-07-19	1996-07-19	2000-09-25	SINAP 033	Ramsar; UNESCO Reserva de la Biosfera MAB
127	ANP00903127	9.3.04.127	Costa Occ. de I. Mujeres, Pta. Cancún y Pta. Nizuc	Parque Nacional	Quintana Roo	Península de Yucatán y Caribe Mexicano	8673.06	0.607161	8672.452839	1996-07-19	2000-06-07	2016-08-02		
128	ANP00903128	9.3.05.128	Arrecifes de Cozumel	Parque Nacional	Quintana Roo	Península de Yucatán y Caribe Mexicano	11987.875	82.278916	11905.59608	1996-07-19	2000-06-07	1998-10-02	SINAP 046	Ramsar
129	ANP00103129	1.3.04.129	Bahía de Loreto	Parque Nacional	Baja California Sur	Península de Baja California y Pacífico Norte	206580.75	21692.07876	184888.6712	1996-07-19	2000-06-07	2019-04-23	SINAP 007	UNESCO Patrimonio Mundial Natural (Serial)
130	ANP00601130	6.1.01.130	Sierra Gorda	Reserva de la Biosfera	Querétaro	Centro y Eje Neovolcánico	383567.4488	383567.4488	0	1997-05-19	1997-05-19	2000-05-08	SINAP 022	UNESCO Reserva de la Biosfera MAB
131	ANP00903131	9.3.06.131	Isla Contoy	Parque Nacional	Quintana Roo	Península de Yucatán y Caribe Mexicano	5126.2595	230	4896.2595	1998-02-02	1998-02-02	2015-07-09	SINAP 008	Ramsar
132	ANP00901132	9.1.04.132	Arrecifes de Sian Ka'an	Reserva de la Biosfera	Quintana Roo	Península de Yucatán y Caribe Mexicano	34927.1584	1361.001633	33566.15677	1998-02-02	1998-02-02	2011-06-13	SINAP 015	Ramsar; UNESCO Reserva de la Biosfera MAB; UNESCO Patrimonio Mundial Natural
133	ANP00903133	9.3.07.133	Arrecife de Puerto Morelos	Parque Nacional	Quintana Roo	Península de Yucatán y Caribe Mexicano	9066.6311	37.743644	9028.887456	1998-02-02	1998-02-02	2000-09-18	SINAP 044	Ramsar
134	ANP00803134	8.3.06.134	Huatulco	Parque Nacional	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	11890.98	6374.98	5516	1998-07-24	1998-07-24	2002-12-02	SINAP 048	Ramsar
135	ANP00601135	6.1.02.135	Tehuacán-Cuicatlán	Reserva de la Biosfera	Puebla y Oaxaca	Centro y Eje Neovolcánico	490186.8755	490186.8755	0	1998-09-18	1998-09-18	2012-06-08	SINAP 020	UNESCO Patrimonio Mundial Mixto; UNESCO Reserva de la Biosfera MAB
136	ANP00807136	8.7.03.136	Nahá	Área de Protección de Flora y Fauna	Chiapas	Frontera Sur, Istmo y Pacífico Sur	3847.41595	3847.41595	0	1998-09-23	1998-09-23	2009-01-07		
137	ANP00807137	8.7.04.137	Metzabok	Área de Protección de Flora y Fauna	Chiapas	Frontera Sur, Istmo y Pacífico Sur	3368.35875	3368.35875	0	1998-09-23	1998-09-23	2009-01-06		
138	ANP00701138	7.1.02.138	Los Tuxtlas	Reserva de la Biosfera	Veracruz	Planicie Costera y Golfo de México	155122.469	155122.469	0	1998-11-23	1998-11-23	2009-11-27	SINAP 003	Ramsar; UNESCO Reserva de la Biosfera MAB
139	ANP00901139	9.1.05.139	Ría Lagartos	Reserva de la Biosfera	Yucatán	Península de Yucatán y Caribe Mexicano	60347.8271	60347.8271	0	1999-05-21	1999-05-21	2000-04-12	SINAP 034	Ramsar; UNESCO Reserva de la Biosfera MAB
140	ANP00804140	8.4.03.140	Yagul	Monumento Natural	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	1076.06386	1076.06386	0	1999-05-24	1999-05-24	2007-11-27		
141	ANP00901141	9.1.06.141	Los Petenes	Reserva de la Biosfera	Campeche	Península de Yucatán y Caribe Mexicano	282857.6271	100866.5252	181991.1019	1999-05-24	1999-05-24	2009-04-22	SINAP 042	Ramsar; UNESCO Reserva de la Biosfera MAB
142	ANP00601142	6.1.03.142	Sierra de Huautla	Reserva de la Biosfera	Morelos	Centro y Eje Neovolcánico	59030.94159	59030.94159	0	1999-09-08	1999-09-08	2007-11-27	SINAP 041	UNESCO Reserva de la Biosfera MAB
143	ANP00601143	6.1.04.143	Mariposa Monarca	Reserva de la Biosfera	Michoacán y Estado de México	Centro y Eje Neovolcánico	56259.05073	56259.05073	0	2000-11-10	2009-11-03	2001-04-30	SINAP 036	UNESCO Reserva de la Biosfera MAB; UNESCO Patrimonio Mundial Natural
144	ANP00403144	4.3.05.144	Cumbres de Monterrey	Parque Nacional	Nuevo León	Noreste y Sierra Madre Oriental	177395.9546	177395.9546	0	2000-11-17	2000-11-17	2023-01-03		
145	ANP00207145	2.7.04.145	Meseta de Cacaxtla	Área de Protección de Flora y Fauna	Sinaloa	Noroeste y Alto Golfo de California	50862.3125	50862.3125	0	2000-11-27	2000-11-27	2015-10-29		Ramsar
146	ANP00303146	3.3.03.146	Sierra de Órganos	Parque Nacional	Zacatecas	Norte y Sierra Madre Occidental	1124.656176	1124.656176	0	2000-11-27	2000-11-27	2012-11-22		
147	ANP00501147	5.1.03.147	Islas Marías	Reserva de la Biosfera	Nayarit	Occidente y Pacífico Centro	641284.7374	24295.16619	616989.5712	2000-11-27	2000-11-27	2022-08-05		UNESCO Reserva de la Biosfera MAB
148	ANP00901148	9.1.07.148	Ría Celestún	Reserva de la Biosfera	Yucatán y Campeche	Península de Yucatán y Caribe Mexicano	81482.33446	61926.57419	19555.76027	2000-11-27	2000-11-27	2002-11-22	SINAP 035	Ramsar; UNESCO Reserva de la Biosfera MAB
149	ANP00601149	6.1.05.149	Barranca de Metztitlán	Reserva de la Biosfera	Hidalgo	Centro y Eje Neovolcánico	96042.94702	96042.94702	0	2000-11-27	2000-11-27	2003-03-11	SINAP 040	Ramsar; UNESCO Reserva de la Biosfera MAB
150	ANP00903150	9.3.08.150	Arrecifes de Xcalak	Parque Nacional	Quintana Roo	Península de Yucatán y Caribe Mexicano	17949.4562	4521.838534	13427.61767	2000-11-27	2000-11-27	2004-10-08	SINAP 045	
151	ANP00907151	9.7.03.151	Otoch Ma'ax Yetel Kooh	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	5367.4235	5367.4235	0	2002-06-05	2003-07-29	2009-11-06		Ramsar
152	ANP00508152	5.8.09.152	Islas La Pajarera, Cocinas, Mamut, Colorada, San Pedro, San Agustín, San Andrés y Negrita y los Islotes Los Anegados, Novillas, Mosca y Submarino	Santuario	Jalisco	Occidente y Pacífico Centro	1981.43932	1981.43932	0	2002-06-13	2002-06-13	2011-06-14	SINAP 055	
153	ANP00201153	2.1.03.153	Isla San Pedro Mártir	Reserva de la Biosfera	Sonora	Noroeste y Alto Golfo de California	30165.23762	126.988701	30038.24892	2002-06-13	2003-07-29	2011-02-01	SINAP 043	Ramsar; UNESCO Patrimonio Mundial Natural (Serial)
154	ANP00607154	6.7.03.154	Ciénegas del Lerma	Área de Protección de Flora y Fauna	Estado de México	Centro y Eje Neovolcánico	3023.9574	3023.9574	0	2002-11-27	2003-07-29	2018-09-05	SINAP 067	Ramsar
155	ANP00801155	8.1.07.155	Volcán Tacaná	Reserva de la Biosfera	Chiapas	Frontera Sur, Istmo y Pacífico Sur	6378.369586	6378.369586	0	2003-01-28	2003-01-28	2012-11-22	SINAP 070	UNESCO Reserva de la Biosfera MAB
156	ANP00707156	7.7.02.156	Laguna Madre y Delta del Río Bravo	Área de Protección de Flora y Fauna	Tamaulipas	Planicie Costera y Golfo de México	572808.6094	572808.6094	0	2005-04-14	2005-04-14	2015-07-09	SINAP 056	
157	ANP00103157	1.3.05.157	Zona marina del Archipiélago de San Lorenzo	Parque Nacional	Se ubica en el Golfo de California	Península de Baja California y Pacífico Norte	58442.80454	0	58442.80454	2005-04-25	2005-04-25	2015-01-20	SINAP 057	UNESCO Patrimonio Mundial Natural (Serial)
158	ANP00101158	1.1.04.158	Isla Guadalupe	Reserva de la Biosfera	Baja California	Península de Baja California y Pacífico Norte	476971.2016	26276.97262	450694.229	2005-04-25	2005-04-25	2023-01-09	SINAP 058	
159	ANP00503159	5.3.08.159	Islas Marietas	Parque Nacional	Nayarit	Occidente y Pacífico Centro	1383.019695	71.163268	1311.856427	2005-04-25	2005-04-25	2011-02-25		UNESCO Patrimonio Mundial Natural (Serial)
160	ANP00907160	9.7.04.160	Bala'an K'aax	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	128390.1555	128390.1555	0	2005-05-03	2005-05-03	2011-02-25	SINAP 071	
161	ANP00601161	6.1.06.161	Sierra Gorda de Guanajuato	Reserva de la Biosfera	Guanajuato	Centro y Eje Neovolcánico	236882.7632	236882.7632	0	2007-02-02	2007-02-02		SINAP 078	
162	ANP00103162	1.3.06.162	Zona marina del Archipiélago de Espíritu Santo	Parque Nacional	Se ubica en el Golfo de California	Península de Baja California y Pacífico Norte	48654.83104	0	48654.83104	2007-05-10	2007-05-10	2015-01-19	SINAP 072	UNESCO Patrimonio Mundial Natural (Serial)
163	ANP00101163	1.1.05.163	Zona marina Bahía de los Ángeles, canales de Ballenas y de Salsipuedes	Reserva de la Biosfera	Se ubica en el Golfo de California	Península de Baja California y Pacífico Norte	387956.8842	483.2005	387473.6837	2007-06-05	2007-06-05	2013-11-05	SINAP 059	UNESCO Patrimonio Mundial Natural (Serial); UNESCO Reserva de la Biosfera MAB
164	ANP00501164	5.1.04.164	Zicuirán-Infiernillo	Reserva de la Biosfera	Michoacán	Occidente y Pacífico Centro	265117.7816	265117.7816	0	2007-11-30	2007-11-30	2013-11-06	SINAP 075	
165	ANP00907165	9.7.05.165	Manglares de Nichupté	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	4257.49854	4257.49854	0	2008-02-26	2008-02-26	2015-01-22		Ramsar
166	ANP00707166	7.7.03.166	Cañón del Usumacinta	Área de Protección de Flora y Fauna	Tabasco	Planicie Costera y Golfo de México	46128.49347	46128.49347	0	2008-09-22	2008-09-22	2015-06-05		Ramsar
167	ANP00807167	8.7.05.167	Boquerón de Tonalá	Área de Protección de Flora y Fauna	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	3912.315812	3912.315812	0	2008-09-22	2008-09-22	2013-04-03		
168	ANP00407168	4.7.06.168	Ocampo	Área de Protección de Flora y Fauna	Coahuila	Noreste y Sierra Madre Oriental	344238.2333	344238.2333	0	2009-06-05	2009-06-05	2015-06-05	SINAP 060	
169	ANP00707169	7.7.04.169	Sistema Arrecifal Lobos-Tuxpan	Área de Protección de Flora y Fauna	Veracruz	Planicie Costera y Golfo de México	30571.15034	0	30571.15034	2009-06-05	2009-06-05	2014-01-06	SINAP 074	Ramsar
170	ANP00901170	9.1.08.170	Tiburón Ballena	Reserva de la Biosfera	Quintana Roo	Península de Yucatán y Caribe Mexicano	145988.1362	0	145988.1362	2009-06-05	2009-06-05	2015-07-09	SINAP 061	
171	ANP00108171	1.8.01.171	Ventilas Hidrotermales de la Cuenca de Guaymas y de la Dorsal del Pacífico Oriental	Santuario	Localizadas en el Golfo de California y en el Pacífico Norte	Península de Baja California y Pacífico Norte	145564.8084	0	145564.8084	2009-06-05	2009-06-05	2014-02-21	SINAP 063	
172	ANP00307172	3.7.04.172	Médanos de Samalayuca	Área de Protección de Flora y Fauna	Chihuahua	Norte y Sierra Madre Occidental	56134.38021	56134.38021	0	2009-06-05	2009-06-05	2013-04-02		
173	ANP00404173	4.4.02.173	Río Bravo del Norte	Monumento Natural	Chihuahua y Coahuila	Noreste y Sierra Madre Oriental	2175	2175	0	2009-10-21	2009-10-21	2013-04-03	SINAP 065	
174	ANP00301174	3.1.02.174	Janos	Reserva de la Biosfera	Chihuahua	Norte y Sierra Madre Occidental	526482.4267	526482.4267	0	2009-12-08	2009-12-08	2012-11-22	SINAP 062	
175	ANP00501175	5.1.05.175	Marismas Nacionales Nayarit	Reserva de la Biosfera	Nayarit	Occidente y Pacífico Centro	133854.3907	133854.3907	0	2010-05-12	2010-05-12	2013-04-03	SINAP 073	Ramsar; UNESCO Reserva de la Biosfera MAB
176	ANP00907176	9.7.06.176	La porción norte y la franja costera oriental, terrestres y marinas de la Isla de Cozumel	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	37829.17005	5733.209038	32095.96102	2012-09-25	2012-09-25	2015-10-29	SINAP 064	Ramsar; UNESCO Reserva de la Biosfera MAB
177	ANP00107177	1.7.03.177	Balandra	Área de Protección de Flora y Fauna	Baja California Sur	Península de Baja California y Pacífico Norte	2512.73075	1319.52959	1193.20116	2012-11-30	2012-11-30	2015-10-29		Ramsar
178	ANP00307178	3.7.05.178	Cerro Mohinora	Área de Protección de Flora y Fauna	Chihuahua	Norte y Sierra Madre Occidental	9126.356869	9126.356869	0	2015-07-10	2015-07-10	2017-05-22		
179	ANP00101179	1.1.06.179	Islas del Pacífico de la Península de Baja California	Reserva de la Biosfera	Baja California y Baja California Sur	Península de Baja California y Pacífico Norte	1161222.979	70139.62399	1091083.355	2016-12-07	2016-12-07			UNESCO Reserva de la Biosfera MAB
180	ANP00701180	7.1.03.180	Sierra de Tamaulipas	Reserva de la Biosfera	Tamaulipas	Planicie Costera y Golfo de México	308888.2182	308888.2182	0	2016-12-07	2016-12-07			
181	ANP00901181	9.1.09.181	Caribe Mexicano	Reserva de la Biosfera	Quintana Roo	Península de Yucatán y Caribe Mexicano	5754055.363	28589.49741	5725465.866	2016-12-07	2016-12-07	2018-11-30		
182	ANP85101182	8.1.08.182	Pacífico Mexicano Profundo	Reserva de la Biosfera	Se ubica en el Océano Pacífico	Península de Baja California y Pacífico Norte, Occidente y Pacífico Centro y Frontera Sur, Istmo y Pacífico Sur,	43614120.19	0	43614120.19	2016-12-07	2016-12-07	2018-06-05		
183	ANP00103183	1.3.07.183	Revillagigedo	Parque Nacional	Se ubica en el Océano Pacífico	Península de Baja California y Pacífico Norte	14808780.12	15518.22153	14793261.9	2017-11-27	2017-11-27	2018-11-30	SINAP 069	UNESCO Patrimonio Mundial Natural
184	ANP00407184	4.7.07.184	Sierra de San Miguelito	Área de Protección de Flora y Fauna	San Luis Potosí	Noreste y Sierra Madre Oriental	111160.4428	111160.4428	0	2021-12-13	2021-12-13	2024-06-28		
185	ANP00606185	6.6.02.185	Lago de Texcoco	Área de Protección de Recursos Naturales	Estado de México	Centro y Eje Neovolcánico	14000.33485	14000.33485	0	2022-03-22	2022-03-22	2024-06-05		Ramsar
186	ANP00907186	9.7.07.186	Jaguar	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	2249.71043	2249.71043	0	2022-07-27	2022-07-27	2024-02-19		
187	ANP00606187	6.6.03.187	Peña Colorada	Área de Protección de Recursos Naturales	Queretaro	Centro y Eje Neovolcánico	4843.597312	4843.597312	0	2023-05-08	2023-05-08			
188	ANP00607188	6.7.04.188	Hermenegildo Galeana	Área de Protección de Flora y Fauna	Guerrero	Centro y Eje Neovolcánico	282.401867	282.401867	0	2023-08-15	2023-08-15			
189	ANP00907189	9.7.08.189	Jacinto Pat	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	16.645082	16.645082	0	2023-08-15	2023-08-15			
190	ANP00103190	1.3.08.190	Loreto II	Parque Nacional	Baja California Sur	Península de Baja California y Pacífico Norte	6217.520548	6217.520548	0	2023-08-15	2023-08-15			
191	ANP00103191	1.3.09.191	Nopoló	Parque Nacional	Baja California Sur	Península de Baja California y Pacífico Norte	2076.519175	2076.519175	0	2023-08-15	2023-08-15			
192	ANP00103192	1.3.10.192	San Quintín	Parque Nacional	Baja California	Península de Baja California y Pacífico Norte	85.902865	85.902865	0	2023-08-15	2023-08-15			
193	ANP00603193	6.3.27.193	Vicente Guerrero	Parque Nacional	Guerrero	Centro y Eje Neovolcánico	723.891305	723.891305	0	2023-08-15	2023-08-15			
194	ANP00907194	9.7.09.194	Cenote Aerolito	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	10.201068	10.201068	0	2023-08-15	2023-08-15			
195	ANP00907195	9.7.10.195	Playa Delfines	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	4.882696	4.882696	0	2023-08-15	2023-08-15			
196	ANP00807196	8.7.06.196	Bajos de Coyula	Área de Protección de Flora y Fauna	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	1923.147483	1923.147483	0	2023-08-15	2023-08-15			
197	ANP00803197	8.3.07.197	Huatulco II	Parque Nacional	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	2237.95121	2237.95121	0	2023-08-15	2023-08-15			
198	ANP00907198	9.7.11.198	San Buenaventura	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	37.908679	37.908679	0	2023-08-15	2023-08-15			
199	ANP00803199	8.3.08.199	Ricardo Flores Magón	Parque Nacional	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	1812.596034	1812.596034	0	2023-08-16	2023-08-15			
200	ANP00207200	2.7.05.200	Juan M. Banderas	Área de Protección de Flora y Fauna	Sinaloa	Noroeste y Alto Golfo de California	2489.227332	2489.227332	0	2023-08-16	2023-08-16			
201	ANP00901201	9.1.10.201	Balam Kú	Reserva de la Biosfera	Campeche	Península de Yucatán y Caribe Mexicano	463441.7597	463441.7597	0	2023-08-31	2023-08-31			
202	ANP00907202	9.7.12.202	Balam Kin	Área de Protección de Flora y Fauna	Campeche	Península de Yucatán y Caribe Mexicano	115658.2475	115658.2475	0	2023-08-31	2023-08-31			
203	ANP00701203	7.1.04.203	Wanha'	Reserva de la Biosfera	Tabasco	Planicie Costera y Golfo de México	38255.64178	38255.64178	0	2023-08-31	2023-08-31			
204	ANP00208204	2.8.03.204	Playa El Verde Camacho	Santuario	Sinaloa	Noroeste y Alto Golfo de California	128.48024	128.48024	0	2023-12-29	2023-12-29			
205	ANP00708205	7.8.02.205	Playa Lechuguillas	Santuario	Veracruz	Planicie Costera y Golfo de México	147.143349	147.143349	0	2023-12-29	2023-12-29			
206	ANP00808206	8.8.05.206	Barra de la Cruz-Playa Grande	Santuario	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	56.191367	56.191367	0	2024-01-08	2024-01-08			
207	ANP00903207	9.3.09.207	Nuevo Uxmal	Parque Nacional	Campeche y Yucatán	Península de Yucatán y Caribe Mexicano	1698.54252	1698.54252	0	2024-01-08	2024-01-08			
208	ANP00808208	8.8.06.208	Playa Morro Ayuta	Santuario	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	90.692879	90.692879	0	2024-01-08	2024-01-08			
209	ANP00708209	7.8.03.209	Playas del Totonacapan	Santuario	Veracruz	Planicie Costera y Golfo de México	81.900467	81.900467	0	2024-01-08	2024-01-08			
210	ANP00703210	7.3.05.210	Carmen Serdán	Parque Nacional	Puebla	Planicie Costera y Golfo de México	198.611343	198.611343	0	2024-01-08	2024-01-08			
211	ANP00908211	9.8.03.211	Playa Chenkan	Santuario	Campeche	Península de Yucatán y Caribe Mexicano	39.555996	39.555996	0	2024-01-08	2024-01-08			
212	ANP00903212	9.3.10.212	Bajos del Norte	Parque Nacional	Se ubica en el área conocida como Banco de Campeche en el Golfo de México	Península de Yucatán y Caribe Mexicano	1304114.892	0	1304114.892	2024-01-08	2024-01-08			
213	ANP00508213	5.8.10.213	Playa Platanitos	Santuario	Nayarit	Occidente y Pacífico Centro	79.813185	79.813185	0	2024-01-08	2024-01-08			
214	ANP00503214	5.3.09.214	Zona Marina de la Isla Isabel	Parque Nacional	Se ubica en el Golfo de California	Occidente y Pacífico Centro	31695.85857	0	31695.85857	2024-01-08	2024-01-08			
215	ANP00808215	8.8.07.215	Playa Cahuitan	Santuario	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	261.07653	261.07653	0	2024-01-08	2024-01-08			
216	ANP00807216	8.7.07.216	Humedales de Montaña La Kisst y María Eugenia	Área de Protección de Flora y Fauna	Chiapas	Frontera Sur, Istmo y Pacífico Sur	215.706923	215.706923	0	2024-01-08	2024-01-11			
217	ANP00507217	5.7.05.217	Canoas	Área de Protección de Flora y Fauna	Colima	Occidente y Pacífico Centro	20416.65034	20416.65034	0	2024-01-08	2024-01-11			
218	ANP00501218	5.1.06.218	La Sierra de Vallejo-Río Ameca	Reserva de la Biosfera	Jalisco y Nayarit	Occidente y Pacífico Centro	225398.2763	225398.2763	0	2024-01-08	2024-01-11			
219	ANP00308219	3.8.01.219	Cotorra Serrana Occidental	Santuario	Chihuahua	Norte y Sierra Madre Occidental	418.663999	418.663999	0	2024-01-08	2024-01-11			
220	ANP00601220	6.1.07.220	Sierra Tecuani	Reserva de la Biosfera	Guerrero	Centro y Eje Neovolcánico	348140.9737	348140.9737	0	2024-01-08	2024-01-11			
221	ANP00407221	4.7.08.221	Semidesierto Zacatecano	Área de Protección de Flora y Fauna	Zacatecas	Noreste y Sierra Madre Oriental	223796.0242	223796.0242	0	2024-01-08	2024-01-11			
222	ANP00907222	9.7.13.222	Manglares de Puerto Morelos	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	1103.003528	1103.003528	0	2024-01-08	2024-01-11			
223	ANP00606223	6.6.04.223	Lago Tláhuac-Xico	Área de Protección de Recursos Naturales	Ciudad de México y Estado de México	Centro y Eje Neovolcánico	3545.414066	3545.414066	0	2024-01-08	2024-01-11			
224	ANP00706224	7.6.02.224	Tlachinoltepetl	Área de Protección de Recursos Naturales	Veracruz	Planicie Costera y Golfo de México	1185.610056	1185.610056	0	2024-01-08	2024-01-11			
225	ANP00306225	3.6.01.225	Ríos y Montañas de la Comarca Lagunera	Área de Protección de Recursos Naturales	Durango	Norte y Sierra Madre Occidental	172924.0952	172924.0952	0	2024-01-08	2024-01-11			
226	ANP00803226	8.3.09.226	Tangolunda	Parque Nacional	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	110.329537	110.329537	0	2024-02-26	2024-02-26			
227	ANP00907227	9.7.14.227	Felipe Carrillo Puerto	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	53227.07024	53227.07024	0	2024-09-23	2024-09-23			
228	ANP00706228	7.6.03.228	Kowtahyolo	Área de Protección de Recursos Naturales	Puebla	Planicie Costera y Golfo de México	1732.993442	1732.993442	0	2024-09-26	2024-09-26			
229	ANP00907229	9.7.15.229	Chunyaxché	Área de Protección de Flora y Fauna	Quintana Roo	Península de Yucatán y Caribe Mexicano	5509.038228	5509.038228	0	2024-09-26	2024-09-26			
230	ANP00807230	8.7.08.230	Bajos de Coyula II	Área de Protección de Flora y Fauna	Oaxaca	Frontera Sur, Istmo y Pacífico Sur	2633.488279	2633.488279	0	2024-09-26	2024-09-26			
231	ANP09703231	9.3.11.231	Arrecifes del Golfo de México-Sur	Parque Nacional	Golfo de México	Planicie Costera y Golfo de México; Península de Yucatán y Caribe Mexicano	4109731.426	0	4109731.426	2024-09-26	2024-09-26			
232	ANP00806232	8.6.02.232	Villa Allende	Área de Protección de Recursos Naturales	Chiapas	Frontera Sur, Istmo y Pacífico Sur	20080.2663	20080.2663	0	2024-09-30	2024-09-30			